crop_filename,source_image,x1,y1,x2,y2,confidence,bg_level,category,,suggested_category,suggested_from,suggested_notes,Notes
crop_0137_trinity-2_20241219T193922_Monterey_DSC01580_conf0.73.jpg,trinity-2_20241219T193922_Monterey_DSC01580.JPG,6534,1940,6579,1953,0.726,0bg,B,,B,/mnt/user-data/uploads/20bg (dist=0px),,
crop_0138_trinity-2_20250116T191800_Davenport_DSC01772_conf0.76.jpg,trinity-2_20250116T191800_Davenport_DSC01772.JPG,1313,2880,1510,3047,0.759,0bg,Kf,,Kf,/mnt/user-data/uploads/20bg (dist=17px),,
crop_0139_trinity-2_20240820T233850_NewBrighton_DSC01641_conf0.89.jpg,trinity-2_20240820T233850_NewBrighton_DSC01641.JPG,3136,738,3179,859,0.888,0bg,Oc,Batray,,,,
crop_0140_trinity-2_20240809T233952_NewBrighton_DSC01387_conf0.52.jpg,trinity-2_20240809T233952_NewBrighton_DSC01387.JPG,4845,265,5030,320,0.517,0bg,W,,,,,
crop_0141_trinity-2_20250521T004432_Seacliff_DSC02210_conf0.84.jpg,trinity-2_20250521T004432_Seacliff_DSC02210.JPG,1815,2374,1940,2491,0.837,0bg,W,,W,/mnt/user-data/outputs/5bg_manifest_final (dist=4px),,
crop_0142_trinity-2_20240618T152524_NewBrighton_DSC00858_conf0.77.jpg,trinity-2_20240618T152524_NewBrighton_DSC00858.JPG,7270,4980,7305,5013,0.768,0bg,Od,,,,,
crop_0143_trinity-2_20250319T165348_Davenport_DSC01836_conf0.63.jpg,trinity-2_20250319T165348_Davenport_DSC01836.JPG,7410,837,7698,1124,0.634,0bg,W,,,,,
crop_0144_trinity-2_20250116T191800_Davenport_DSC01679_conf0.80.jpg,trinity-2_20250116T191800_Davenport_DSC01679.JPG,2491,4865,2630,5133,0.795,0bg,H,Surfboard,H,/mnt/user-data/uploads/10bg (dist=7px),Surfboard,
crop_0145_trinity-2_20230901T183423_DSC04553_conf0.54.jpg,trinity-2_20230901T183423_DSC04553.JPG,4988,4873,5276,5161,0.537,0bg,W,,,,,
crop_0146_trinity-2_20240424T174720_DSC09740_conf0.76.jpg,trinity-2_20240424T174720_DSC09740.JPG,6986,4679,7079,4712,0.761,0bg,W,,,,,
crop_0147_trinity-2_20241218T210331_Davenport_DSC02266_conf0.64.jpg,trinity-2_20241218T210331_Davenport_DSC02266.JPG,7211,3584,7249,3653,0.640,0bg,Od,,Od,/mnt/user-data/outputs/5bg_manifest_final (dist=4px),,
crop_0148_trinity-2_20250521T004432_Seacliff_DSC02025_conf0.83.jpg,trinity-2_20250521T004432_Seacliff_DSC02025.JPG,4701,1077,4780,1177,0.834,0bg,W,,,,,
crop_0149_trinity-2_20231006T165315_DSC04578_conf0.70.jpg,trinity-2_20231006T165315_DSC04578.JPG,7309,692,7374,720,0.697,0bg,F,,,,,
crop_0150_trinity-2_20230901T183423_DSC04364_conf0.65.jpg,trinity-2_20230901T183423_DSC04364.JPG,2820,500,2938,551,0.650,0bg,B,,,,,
crop_0151_trinity-2_20240424T174720_DSC09740_conf0.51.jpg,trinity-2_20240424T174720_DSC09740.JPG,1625,2774,1758,2853,0.510,0bg,W,,,,,
crop_0152_trinity-2_20241021T184730_MossLanding_DSC01746_conf0.54.jpg,trinity-2_20241021T184730_MossLanding_DSC01746.JPG,6486,2531,6692,2729,0.536,0bg,B,,B,/mnt/user-data/uploads/10bg (dist=39px),,
crop_0153_trinity-2_20250521T004432_Seacliff_DSC01922_conf0.92.jpg,trinity-2_20250521T004432_Seacliff_DSC01922.JPG,7366,2192,7453,2268,0.915,0bg,B,,B,/mnt/user-data/uploads/10bg (dist=0px),,
crop_0154_trinity-2_20230901T183423_DSC04378_conf0.52.jpg,trinity-2_20230901T183423_DSC04378.JPG,1528,4911,1815,5020,0.518,0bg,W,,,,,
crop_0155_trinity-2_20240424T174720_DSC09740_conf0.53.jpg,trinity-2_20240424T174720_DSC09740.JPG,7724,2099,7750,2165,0.531,0bg,Kf,,Kf,/mnt/user-data/uploads/10bg (dist=0px),,
crop_0156_trinity-2_20240621T153337_Seymour_DSC01245_conf0.59.jpg,trinity-2_20240621T153337_Seymour_DSC01245.JPG,7343,4729,7499,4910,0.594,0bg,W,,,,,
crop_0157_trinity-2_20250520T160528_Seacliff_DSC01464_conf0.59.jpg,trinity-2_20250520T160528_Seacliff_DSC01464.JPG,6516,2579,6547,2611,0.593,0bg,Oc,,,,,
crop_0158_trinity-2_20240424T174720_DSC09740_conf0.54.jpg,trinity-2_20240424T174720_DSC09740.JPG,1730,1627,1844,1699,0.542,0bg,W,,,,,
crop_0159_trinity-2_20240621T153337_Seymour_DSC01245_conf0.54.jpg,trinity-2_20240621T153337_Seymour_DSC01245.JPG,4296,4882,4584,5010,0.543,0bg,W,,,,,
crop_0160_trinity-2_20230901T183423_DSC04444_conf0.56.jpg,trinity-2_20230901T183423_DSC04444.JPG,2219,2510,2507,2605,0.558,0bg,W,,,,,
crop_0161_trinity-2_20250509T160658_Davenport_DSC01833_conf0.56.jpg,trinity-2_20250509T160658_Davenport_DSC01833.JPG,1776,477,1867,543,0.562,0bg,Kf,,,,,
crop_0162_trinity-2_20250319T165348_Davenport_DSC01836_conf0.69.jpg,trinity-2_20250319T165348_Davenport_DSC01836.JPG,7520,837,7808,1125,0.692,0bg,W,,,,,
crop_0163_trinity-2_20240703T153256_Seymour_DSC01266_conf0.82.jpg,trinity-2_20240703T153256_Seymour_DSC01266.JPG,6940,694,6981,776,0.820,0bg,Oc,,Oc,/mnt/user-data/uploads/10bg (dist=1px),,
crop_0164_trinity-2_20240703T153256_Seymour_DSC01266_conf0.88.jpg,trinity-2_20240703T153256_Seymour_DSC01266.JPG,7158,3798,7198,3839,0.883,0bg,Od,,Od,/mnt/user-data/uploads/10bg (dist=1px),Submerged kelp,
crop_0165_trinity-2_20240820T233850_NewBrighton_DSC01608_conf0.60.jpg,trinity-2_20240820T233850_NewBrighton_DSC01608.JPG,3834,4801,3900,4904,0.602,0bg,E,,,,,
crop_0166_trinity-2_20240605T163415_Seacliff_DSC01365_conf0.67.jpg,trinity-2_20240605T163415_Seacliff_DSC01365.JPG,1251,4728,1308,4789,0.666,0bg,Oc,Jelly,,,,
crop_0167_trinity-2_20230901T183423_DSC04534_conf0.68.jpg,trinity-2_20230901T183423_DSC04534.JPG,5190,2849,5240,2916,0.682,0bg,W,,,,,
crop_0168_trinity-2_20240820T160209_Seymour_DSC01607_conf0.79.jpg,trinity-2_20240820T160209_Seymour_DSC01607.JPG,470,3774,552,3840,0.793,0bg,Kf,,Kf,/mnt/user-data/outputs/5bg_manifest_final (dist=1px),,
crop_0169_trinity-2_20240820T160209_Seymour_DSC01607_conf0.55.jpg,trinity-2_20240820T160209_Seymour_DSC01607.JPG,1176,3960,1459,4242,0.545,0bg,Kf,,,,,
crop_0170_trinity-2_20240703T164523_Davenport_DSC01436_conf0.62.jpg,trinity-2_20240703T164523_Davenport_DSC01436.JPG,144,4643,431,4930,0.623,0bg,W,,,,,
crop_0171_trinity-2_20250509T160658_Davenport_DSC01441_conf0.57.jpg,trinity-2_20250509T160658_Davenport_DSC01441.JPG,7011,346,7194,707,0.573,0bg,W,,,,,
crop_0172_trinity-2_20240820T233850_NewBrighton_DSC01607_conf0.82.jpg,trinity-2_20240820T233850_NewBrighton_DSC01607.JPG,569,1146,775,1227,0.821,0bg,B,,B,/mnt/user-data/uploads/20bg (dist=4px),,
crop_0173_trinity-2_20250520T160528_Seacliff_DSC01373_conf0.50.jpg,trinity-2_20250520T160528_Seacliff_DSC01373.JPG,6551,1598,6664,1609,0.501,0bg,Oc ,Otter,Oc,/mnt/user-data/outputs/5bg_manifest_final (dist=60px),,
crop_0174_trinity-2_20240820T233850_NewBrighton_DSC01608_conf0.54.jpg,trinity-2_20240820T233850_NewBrighton_DSC01608.JPG,67,4784,154,4841,0.537,0bg,Oc,,,,,
crop_0175_trinity-2_20250521T004432_Seacliff_DSC02210_conf0.52.jpg,trinity-2_20250521T004432_Seacliff_DSC02210.JPG,6718,4873,7005,5160,0.515,0bg,G,,G,/mnt/user-data/uploads/20bg (dist=0px),,
crop_0176_trinity-2_20250509T160658_Davenport_DSC01799_conf0.74.jpg,trinity-2_20250509T160658_Davenport_DSC01799.JPG,6229,3418,6323,3512,0.740,0bg,B,,,,,
crop_0177_trinity-2_20240809T233952_NewBrighton_DSC01358_conf0.57.jpg,trinity-2_20240809T233952_NewBrighton_DSC01358.JPG,3567,3430,3649,3492,0.567,0bg,W,,,,,
crop_0178_trinity-2_20240820T233850_NewBrighton_DSC01706_conf0.86.jpg,trinity-2_20240820T233850_NewBrighton_DSC01706.JPG,5480,0,5623,158,0.865,0bg,Od,,,,,
crop_0179_trinity-2_20230901T183423_DSC04420_conf0.61.jpg,trinity-2_20230901T183423_DSC04420.JPG,4642,4642,4930,4930,0.605,0bg,W,,,,,
crop_0180_trinity-2_20250520T160528_Seacliff_DSC01501_conf0.61.jpg,trinity-2_20250520T160528_Seacliff_DSC01501.JPG,3258,2768,3545,3080,0.610,0bg,W,,,,,
crop_0181_trinity-2_20230901T183423_DSC04420_conf0.78.jpg,trinity-2_20230901T183423_DSC04420.JPG,378,5286,447,5298,0.782,0bg,W,,,,,
crop_0182_trinity-2_20250422T181708_Seacliff_DSC01786_conf0.64.jpg,trinity-2_20250422T181708_Seacliff_DSC01786.JPG,7538,1734,7569,1761,0.641,0bg,Od,,Od,/mnt/user-data/outputs/5bg_manifest_final (dist=2px),,
crop_0183_trinity-2_20231006T165315_DSC04560_conf0.90.jpg,trinity-2_20231006T165315_DSC04560.JPG,1157,863,1268,902,0.898,0bg,Kf,,Kf,/mnt/user-data/outputs/5bg_manifest_final (dist=0px),,
crop_0184_trinity-2_20230901T183423_DSC04378_conf0.69.jpg,trinity-2_20230901T183423_DSC04378.JPG,3948,3864,4238,3979,0.689,0bg,W,,,,,
crop_0185_trinity-2_20250521T004432_Seacliff_DSC01922_conf0.86.jpg,trinity-2_20250521T004432_Seacliff_DSC01922.JPG,7751,4477,7821,4579,0.859,0bg,W,,,,,
crop_0186_trinity-2_20250509T160658_Davenport_DSC01833_conf0.60.jpg,trinity-2_20250509T160658_Davenport_DSC01833.JPG,1158,1050,1232,1369,0.603,0bg,Km,Bird on Kelp,B,/mnt/user-data/uploads/20bg (dist=5px),,
crop_0187_trinity-2_20240809T233952_NewBrighton_DSC01705_conf0.67.jpg,trinity-2_20240809T233952_NewBrighton_DSC01705.JPG,7161,347,7419,674,0.672,0bg,W,,,,,
crop_0188_trinity-2_20240621T153337_Seymour_DSC01059_conf0.55.jpg,trinity-2_20240621T153337_Seymour_DSC01059.JPG,3950,4206,4238,4323,0.549,0bg,W,,,,,
crop_0189_trinity-2_20241021T184730_MossLanding_DSC01887_conf0.53.jpg,trinity-2_20241021T184730_MossLanding_DSC01887.JPG,5846,346,5943,395,0.527,0bg,G,,,,,
crop_0190_trinity-2_20250520T160528_Seacliff_DSC01378_conf0.72.jpg,trinity-2_20250520T160528_Seacliff_DSC01378.JPG,7279,1384,7323,1429,0.724,0bg,B,,,,,
crop_0191_trinity-2_20250520T160528_Seacliff_DSC01651_conf0.53.jpg,trinity-2_20250520T160528_Seacliff_DSC01651.JPG,6372,759,6660,868,0.527,0bg,W,,,,,
crop_0192_trinity-2_20250520T160528_Seacliff_DSC01770_conf0.88.jpg,trinity-2_20250520T160528_Seacliff_DSC01770.JPG,3434,2996,3501,3053,0.876,0bg,B,,B,/mnt/user-data/uploads/20bg (dist=3px),,
crop_0193_trinity-2_20240703T164523_Davenport_DSC01360_conf0.76.jpg,trinity-2_20240703T164523_Davenport_DSC01360.JPG,7425,3933,7476,3965,0.764,0bg,Od,,,,,
crop_0194_trinity-2_20231006T165315_DSC04540_conf0.73.jpg,trinity-2_20231006T165315_DSC04540.JPG,2773,4512,2784,4548,0.730,0bg,B,,B,/mnt/user-data/uploads/20bg (dist=0px),,
crop_0195_trinity-2_20240702T162557_Seacliff_DSC01327_conf0.55.jpg,trinity-2_20240702T162557_Seacliff_DSC01327.JPG,5574,1468,5606,1506,0.551,0bg,Kf,,,,,
crop_0196_trinity-2_20240809T233952_NewBrighton_DSC01418_conf0.68.jpg,trinity-2_20240809T233952_NewBrighton_DSC01418.JPG,4549,4863,4656,4915,0.684,0bg,W,,,,,
crop_0197_trinity-2_20250509T160658_Davenport_DSC01555_conf0.65.jpg,trinity-2_20250509T160658_Davenport_DSC01555.JPG,1960,3610,2030,3694,0.650,0bg,Od,,Od,/mnt/user-data/uploads/10bg (dist=2px),,
crop_0198_trinity-2_20240809T233952_NewBrighton_DSC01418_conf0.58.jpg,trinity-2_20240809T233952_NewBrighton_DSC01418.JPG,3864,3967,3985,4013,0.583,0bg,W,,,,,
crop_0199_trinity-2_20241021T184730_MossLanding_DSC01928_conf0.83.jpg,trinity-2_20241021T184730_MossLanding_DSC01928.JPG,3460,4731,3502,4821,0.832,0bg,B,,B,/mnt/user-data/outputs/5bg_manifest_final (dist=1px),,
crop_0200_trinity-2_20240820T233850_NewBrighton_DSC01607_conf0.79.jpg,trinity-2_20240820T233850_NewBrighton_DSC01607.JPG,692,1044,772,1239,0.794,0bg,B,,B,/mnt/user-data/uploads/20bg (dist=7px),,
